Chromosome,ChromStart,ChromEnd,Band,Stain
chr7,60446630,60446630,p36.33,acen
chr7,60446630,60446786,q11,gneg
chr7,60446786,60446786,p36.33,acen
chr7,60446786,60446940,q11,gneg
chr7,60446940,60446940,p36.33,acen
chr7,60446940,60447094,q11,gneg
chr7,60447094,60447094,p36.33,acen
chr7,60447094,60447248,q11,gneg
chr7,60447248,60447248,p36.33,acen
chr7,60447248,60447405,q11,gneg
chr7,60447405,60447405,p36.33,acen
chr7,60447405,60447558,q11,gneg
chr7,60447558,60447558,p36.33,acen
chr7,60447558,60447716,q11,gneg
chr7,60447716,60447716,p36.33,acen
chr7,60447716,60447874,q11,gneg
chr7,60447874,60447874,p36.33,acen
chr7,60447874,60448032,q11,gneg
chr7,60448032,60448032,p36.33,acen
chr7,60448032,60448186,q11,gneg
chr7,60448186,60448186,p36.33,acen
chr7,60448186,60448342,q11,gneg
chr7,60448342,60448342,p36.33,acen
chr7,60448342,60448496,q11,gneg
chr7,60448496,60448496,p36.33,acen
chr7,60448496,60448652,q11,gneg
chr7,60448652,60448652,p36.33,acen
chr7,60448652,60448805,q11,gneg
chr7,60448805,60448805,p36.33,acen
chr7,60448805,60448962,q11,gneg
chr7,60448962,60448962,p36.33,acen
chr7,60448962,60449115,q11,gneg
chr7,60449115,60449115,p36.33,acen
chr7,60449115,60449273,q11,gneg
chr7,60449273,60449273,p36.33,acen
chr7,60449273,60449426,q11,gneg
chr7,60449426,60449426,p36.33,acen
chr7,60449426,60449582,q11,gneg
chr7,60449582,60449582,p36.33,acen
chr7,60449582,60449734,q11,gneg
chr7,60449734,60449734,p36.33,acen
chr7,60449734,60449891,q11,gneg
chr7,60449891,60449891,p36.33,acen
chr7,60449891,60450044,q11,gneg
chr7,60450044,60450044,p36.33,acen
chr7,60450044,60450202,q11,gneg
chr7,60450202,60450202,p36.33,acen
chr7,60450202,60450356,q11,gneg
chr7,60450356,60450356,p36.33,acen
chr7,60450356,60450514,q11,gneg
chr7,60450514,60450514,p36.33,acen
chr7,60450514,60450670,q11,gneg
chr7,60450670,60450670,p36.33,acen
chr7,60450670,60450823,q11,gneg
chr7,60450823,60450823,p36.33,acen
chr7,60450823,60450977,q11,gneg
chr7,60450977,60450977,p36.33,acen
chr7,60450977,60451131,q11,gneg
chr7,60451131,60451131,p36.33,acen
chr7,60451131,60451284,q11,gneg
chr7,60451284,60451284,p36.33,acen
chr7,60451284,60451441,q11,gneg
chr7,60451441,60451441,p36.33,acen
chr7,60451441,60451596,q11,gneg
chr7,60451596,60451596,p36.33,acen
chr7,60451596,60451769,q11,gneg
chr7,60451769,60451769,p36.33,acen
chr7,60451769,60451923,q11,gneg
chr7,60451923,60451923,p36.33,acen
chr7,60451923,60452076,q11,gneg
chr7,60452076,60452076,p36.33,acen
chr7,60452076,60452231,q11,gneg
chr7,60452231,60452231,p36.33,acen
chr7,60452231,60452386,q11,gneg
chr7,60452386,60452386,p36.33,acen
chr7,60452386,60452543,q11,gneg
chr7,60452543,60452543,p36.33,acen
chr7,60452543,60452699,q11,gneg
chr7,60452699,60452699,p36.33,acen
chr7,60452699,60452854,q11,gneg
chr7,60452854,60452854,p36.33,acen
chr7,60452854,60453008,q11,gneg
chr7,60453008,60453008,p36.33,acen
chr7,60453008,60453164,q11,gneg
chr7,60453164,60453164,p36.33,acen
chr7,60453164,60453320,q11,gneg
chr7,60453320,60453320,p36.33,acen
chr7,60453320,60453476,q11,gneg
chr7,60453476,60453476,p36.33,acen
chr7,60453476,60453629,q11,gneg
chr7,60453629,60453629,p36.33,acen
chr7,60453629,60453785,q11,gneg
chr7,60453785,60453785,p36.33,acen
chr7,60453785,60453940,q11,gneg
chr7,60453940,60453940,p36.33,acen
chr7,60453940,60454094,q11,gneg
chr7,60454094,60454094,p36.33,acen
chr7,60454094,60454248,q11,gneg
chr7,60454248,60454248,p36.33,acen
chr7,60454248,60454628,q11,gneg
chr7,60454628,60454628,p36.33,acen
chr7,60454628,60454765,q11,gneg
chr7,60454765,60454765,p36.33,acen
chr7,60454765,60454920,q11,gneg
chr7,60454920,60454920,p36.33,acen
chr7,60454920,60455077,q11,gneg
chr7,60455077,60455077,p36.33,acen
chr7,60455077,60455231,q11,gneg
chr7,60455231,60455231,p36.33,acen
chr7,60455231,60455388,q11,gneg
chr7,60455388,60455388,p36.33,acen
chr7,60455388,60455541,q11,gneg
chr7,60455541,60455541,p36.33,acen
chr7,60455541,60455699,q11,gneg
chr7,60455699,60455699,p36.33,acen
chr7,60455699,60455855,q11,gneg
chr7,60455855,60455855,p36.33,acen
chr7,60455855,60456013,q11,gneg
chr7,60456013,60456013,p36.33,acen
chr7,60456013,60456167,q11,gneg
chr7,60456167,60456167,p36.33,acen
chr7,60456167,60456320,q11,gneg
chr7,60456320,60456320,p36.33,acen
chr7,60456320,60456474,q11,gneg
chr7,60456474,60456474,p36.33,acen
chr7,60456474,60456629,q11,gneg
chr7,60456629,60456629,p36.33,acen
chr7,60456629,60468876,q11,gneg
chr7,60468876,60468876,p36.33,acen
chr7,60468876,60469021,q11,gneg
chr7,60469021,60469021,p36.33,acen
chr7,60469021,60469176,q11,gneg
chr7,60469176,60469176,p36.33,acen
chr7,60469176,60469330,q11,gneg
chr7,60469330,60469330,p36.33,acen
chr7,60469330,60469486,q11,gneg
chr7,60469486,60469486,p36.33,acen
chr7,60469486,60469641,q11,gneg
chr7,60469641,60469641,p36.33,acen
chr7,60469641,60469797,q11,gneg
chr7,60469797,60469797,p36.33,acen
chr7,60469797,60469965,q11,gneg
chr7,60469965,60469965,p36.33,acen
chr7,60469965,60470120,q11,gneg
chr7,60470120,60470120,p36.33,acen
chr7,60470120,60470275,q11,gneg
chr7,60470275,60470275,p36.33,acen
chr7,60470275,60470428,q11,gneg
chr7,60470428,60470428,p36.33,acen
chr7,60470428,60470584,q11,gneg
chr7,60470584,60470584,p36.33,acen
chr7,60470584,60470738,q11,gneg
chr7,60470738,60470738,p36.33,acen
chr7,60470738,60470894,q11,gneg
chr7,60470894,60470894,p36.33,acen
chr7,60470894,60471050,q11,gneg
chr7,60471050,60471050,p36.33,acen
chr7,60471050,60471206,q11,gneg
chr7,60471206,60471206,p36.33,acen
chr7,60471206,60471364,q11,gneg
chr7,60471364,60471364,p36.33,acen
chr7,60471364,60471517,q11,gneg
chr7,60471517,60471517,p36.33,acen
chr7,60471517,60471670,q11,gneg
chr7,60471670,60471670,p36.33,acen
chr7,60471670,60471824,q11,gneg
chr7,60471824,60471824,p36.33,acen
chr7,60471824,60471978,q11,gneg
chr7,60471978,60471978,p36.33,acen
chr7,60471978,60472132,q11,gneg
chr7,60472132,60472132,p36.33,acen
chr7,60472132,60472290,q11,gneg
chr7,60472290,60472290,p36.33,acen
chr7,60472290,60472454,q11,gneg
chr7,60472454,60472454,p36.33,acen
chr7,60472454,60472608,q11,gneg
chr7,60472608,60472608,p36.33,acen
chr7,60472608,60472764,q11,gneg
chr7,60472764,60472764,p36.33,acen
chr7,60472764,60472920,q11,gneg
chr7,60472920,60472920,p36.33,acen
chr7,60472920,60473074,q11,gneg
chr7,60473074,60473074,p36.33,acen
chr7,60473074,60473230,q11,gneg
chr7,60473230,60473230,p36.33,acen
chr7,60473230,60473386,q11,gneg
chr7,60473386,60473386,p36.33,acen
chr7,60473386,60473540,q11,gneg
chr7,60473540,60473540,p36.33,acen
chr7,60473540,60473695,q11,gneg
chr7,60473695,60473695,p36.33,acen
chr7,60473695,60473851,q11,gneg
chr7,60473851,60473851,p36.33,acen
chr7,60473851,60474004,q11,gneg
chr7,60474004,60474004,p36.33,acen
chr7,60474004,60474160,q11,gneg
chr7,60474160,60474160,p36.33,acen
chr7,60474160,60474315,q11,gneg
chr7,60474315,60474315,p36.33,acen
chr7,60474315,60474469,q11,gneg
chr7,60474469,60474469,p36.33,acen
chr7,60474469,60474624,q11,gneg
chr7,60474624,60474624,p36.33,acen
chr7,60474624,60474778,q11,gneg
chr7,60474778,60474778,p36.33,acen
chr7,60474778,60474934,q11,gneg
chr7,60474934,60474934,p36.33,acen
chr7,60474934,60475090,q11,gneg
chr7,60475090,60475090,p36.33,acen
chr7,60475090,60475247,q11,gneg
chr7,60475247,60475247,p36.33,acen
chr7,60475247,60475400,q11,gneg
chr7,60475400,60475400,p36.33,acen
chr7,60475400,60475553,q11,gneg
chr7,60475553,60475553,p36.33,acen
chr7,60475553,60475707,q11,gneg
chr7,60475707,60475707,p36.33,acen
chr7,60475707,60476256,q11,gneg
chr7,60476256,60476256,p36.33,acen
chr7,60476256,60476399,q11,gneg
chr7,60476399,60476399,p36.33,acen
chr7,60476399,60476553,q11,gneg
chr7,60476553,60476553,p36.33,acen
chr7,60476553,60476706,q11,gneg
chr7,60476706,60476706,p36.33,acen
chr7,60476706,60476862,q11,gneg
chr7,60476862,60476862,p36.33,acen
chr7,60476862,60477020,q11,gneg
chr7,60477020,60477020,p36.33,acen
chr7,60477020,60477175,q11,gneg
chr7,60477175,60477175,p36.33,acen
chr7,60477175,60477329,q11,gneg
chr7,60477329,60477329,p36.33,acen
chr7,60477329,60477484,q11,gneg
chr7,60477484,60477484,p36.33,acen
chr7,60477484,60477638,q11,gneg
chr7,60477638,60477638,p36.33,acen
chr7,60477638,60477794,q11,gneg
chr7,60477794,60477794,p36.33,acen
chr7,60477794,60477947,q11,gneg
chr7,60477947,60477947,p36.33,acen
chr7,60477947,60478101,q11,gneg
chr7,60478101,60478101,p36.33,acen
chr7,60478101,60478259,q11,gneg
chr7,60478259,60478259,p36.33,acen
chr7,60478259,60478422,q11,gneg
chr7,60478422,60478422,p36.33,acen
chr7,60478422,60478566,q11,gneg
chr7,60478566,60478566,p36.33,acen
chr7,60478566,60478720,q11,gneg
chr7,60478720,60478720,p36.33,acen
chr7,60478720,60478876,q11,gneg
chr7,60478876,60478876,p36.33,acen
chr7,60478876,60479030,q11,gneg
chr7,60479030,60479030,p36.33,acen
chr7,60479030,60479186,q11,gneg
chr7,60479186,60479186,p36.33,acen
chr7,60479186,60479347,q11,gneg
chr7,60479347,60479347,p36.33,acen
chr7,60479347,60479502,q11,gneg
chr7,60479502,60479502,p36.33,acen
chr7,60479502,60479656,q11,gneg
chr7,60479656,60479656,p36.33,acen
chr7,60479656,60479812,q11,gneg
chr7,60479812,60479812,p36.33,acen
chr7,60479812,60479965,q11,gneg
chr7,60479965,60479965,p36.33,acen
chr7,60479965,60480121,q11,gneg
chr7,60480121,60480121,p36.33,acen
chr7,60480121,60480275,q11,gneg
chr7,60480275,60480275,p36.33,acen
chr7,60480275,60480431,q11,gneg
chr7,60480431,60480431,p36.33,acen
chr7,60480431,60480585,q11,gneg
chr7,60480585,60480585,p36.33,acen
chr7,60480585,60480979,q11,gneg
chr7,60480979,60480979,p36.33,acen
chr7,60480979,60481130,q11,gneg
chr7,60481130,60481130,p36.33,acen
chr7,60481130,60481286,q11,gneg
chr7,60481286,60481286,p36.33,acen
chr7,60481286,60481441,q11,gneg
chr7,60481441,60481441,p36.33,acen
chr7,60481441,60481595,q11,gneg
chr7,60481595,60481595,p36.33,acen
chr7,60481595,60481750,q11,gneg
chr7,60481750,60481750,p36.33,acen
chr7,60481750,60481905,q11,gneg
chr7,60481905,60481905,p36.33,acen
chr7,60481905,60482059,q11,gneg
chr7,60482059,60482059,p36.33,acen
chr7,60482059,60482215,q11,gneg
chr7,60482215,60482215,p36.33,acen
chr7,60482215,60482370,q11,gneg
chr7,60482370,60482370,p36.33,acen
chr7,60482370,60482526,q11,gneg
chr7,60482526,60482526,p36.33,acen
chr7,60482526,60482680,q11,gneg
chr7,60482680,60482680,p36.33,acen
chr7,60482680,60482835,q11,gneg
chr7,60482835,60482835,p36.33,acen
chr7,60482835,60482991,q11,gneg
chr7,60482991,60482991,p36.33,acen
chr7,60482991,60483145,q11,gneg
chr7,60483145,60483145,p36.33,acen
chr7,60483145,60483299,q11,gneg
chr7,60483299,60483299,p36.33,acen
chr7,60483299,60483454,q11,gneg
chr7,60483454,60483454,p36.33,acen
chr7,60483454,60483609,q11,gneg
chr7,60483609,60483609,p36.33,acen
chr7,60483609,60483765,q11,gneg
chr7,60483765,60483765,p36.33,acen
chr7,60483765,60483920,q11,gneg
chr7,60483920,60483920,p36.33,acen
chr7,60483920,60484076,q11,gneg
chr7,60484076,60484076,p36.33,acen
chr7,60484076,60484231,q11,gneg
chr7,60484231,60484231,p36.33,acen
chr7,60484231,60484387,q11,gneg
chr7,60484387,60484387,p36.33,acen
chr7,60484387,60484542,q11,gneg
chr7,60484542,60484542,p36.33,acen
chr7,60484542,60484696,q11,gneg
chr7,60484696,60484696,p36.33,acen
chr7,60484696,60484851,q11,gneg
chr7,60484851,60484851,p36.33,acen
chr7,60484851,60485005,q11,gneg
chr7,60485005,60485005,p36.33,acen
chr7,60485005,60485161,q11,gneg
chr7,60485161,60485161,p36.33,acen
chr7,60485161,60485315,q11,gneg
chr7,60485315,60485315,p36.33,acen
chr7,60485315,60485469,q11,gneg
chr7,60485469,60485469,p36.33,acen
chr7,60485469,60485624,q11,gneg
chr7,60485624,60485624,p36.33,acen
chr7,60485624,60485777,q11,gneg
chr7,60485777,60485777,p36.33,acen
chr7,60485777,60485933,q11,gneg
chr7,60485933,60485933,p36.33,acen
chr7,60485933,60486087,q11,gneg
chr7,60486087,60486087,p36.33,acen
chr7,60486087,60486241,q11,gneg
chr7,60486241,60486241,p36.33,acen
chr7,60486241,60486395,q11,gneg
chr7,60486395,60486395,p36.33,acen
chr7,60486395,60486550,q11,gneg
chr7,60486550,60486550,p36.33,acen
chr7,60486550,60486705,q11,gneg
chr7,60486705,60486705,p36.33,acen
chr7,60486705,60486861,q11,gneg
chr7,60486861,60486861,p36.33,acen
chr7,60486861,60487016,q11,gneg
chr7,60487016,60487016,p36.33,acen
chr7,60487016,60487170,q11,gneg
chr7,60487170,60487170,p36.33,acen
chr7,60487170,60487327,q11,gneg
chr7,60487327,60487327,p36.33,acen
chr7,60487327,60487479,q11,gneg
chr7,60487479,60487479,p36.33,acen
chr7,60487479,60487635,q11,gneg
chr7,60487635,60487635,p36.33,acen
chr7,60487635,60487789,q11,gneg
chr7,60487789,60487789,p36.33,acen
chr7,60487789,60487952,q11,gneg
chr7,60487952,60487952,p36.33,acen
chr7,60487952,60488099,q11,gneg
chr7,60488099,60488099,p36.33,acen
chr7,60488099,60488253,q11,gneg
chr7,60488253,60488253,p36.33,acen
chr7,60488253,60488408,q11,gneg
chr7,60488408,60488408,p36.33,acen
chr7,60488408,60488564,q11,gneg
chr7,60488564,60488564,p36.33,acen
chr7,60488564,60488718,q11,gneg
chr7,60488718,60488718,p36.33,acen
chr7,60488718,60488873,q11,gneg
chr7,60488873,60488873,p36.33,acen
chr7,60488873,60489029,q11,gneg
chr7,60489029,60489029,p36.33,acen
chr7,60489029,60489183,q11,gneg
chr7,60489183,60489183,p36.33,acen
chr7,60489183,60489339,q11,gneg
chr7,60489339,60489339,p36.33,acen
chr7,60489339,60489493,q11,gneg
chr7,60489493,60489493,p36.33,acen
chr7,60489493,60489652,q11,gneg
chr7,60489652,60489652,p36.33,acen
chr7,60489652,60489803,q11,gneg
chr7,60489803,60489803,p36.33,acen
chr7,60489803,60489958,q11,gneg
chr7,60489958,60489958,p36.33,acen
chr7,60489958,60490113,q11,gneg
chr7,60490113,60490113,p36.33,acen
chr7,60490113,60490267,q11,gneg
chr7,60490267,60490267,p36.33,acen
chr7,60490267,60490422,q11,gneg
chr7,60490422,60490422,p36.33,acen
chr7,60490422,60490578,q11,gneg
chr7,60490578,60490578,p36.33,acen
chr7,60490578,60490737,q11,gneg
chr7,60490737,60490737,p36.33,acen
chr7,60490737,60490890,q11,gneg
chr7,60490890,60490890,p36.33,acen
chr7,60490890,60491045,q11,gneg
chr7,60491045,60491045,p36.33,acen
chr7,60491045,60491200,q11,gneg
chr7,60491200,60491200,p36.33,acen
chr7,60491200,60491355,q11,gneg
chr7,60491355,60491355,p36.33,acen
chr7,60491355,60491512,q11,gneg
chr7,60491512,60491512,p36.33,acen
chr7,60491512,60491670,q11,gneg
chr7,60491670,60491670,p36.33,acen
chr7,60491670,60491824,q11,gneg
chr7,60491824,60491824,p36.33,acen
chr7,60491824,60491978,q11,gneg
chr7,60491978,60491978,p36.33,acen
chr7,60491978,60492131,q11,gneg
chr7,60492131,60492131,p36.33,acen
chr7,60492131,60492285,q11,gneg
chr7,60492285,60492285,p36.33,acen
chr7,60492285,60492439,q11,gneg
chr7,60492439,60492439,p36.33,acen
chr7,60492439,60492593,q11,gneg
chr7,60492593,60492593,p36.33,acen
chr7,60492593,60492746,q11,gneg
chr7,60492746,60492746,p36.33,acen
chr7,60492746,60492902,q11,gneg
chr7,60492902,60492902,p36.33,acen
chr7,60492902,60493057,q11,gneg
chr7,60493057,60493057,p36.33,acen
chr7,60493057,60493211,q11,gneg
chr7,60493211,60493211,p36.33,acen
chr7,60493211,60493365,q11,gneg
chr7,60493365,60493365,p36.33,acen
chr7,60493365,60493519,q11,gneg
chr7,60493519,60493519,p36.33,acen
chr7,60493519,60493675,q11,gneg
chr7,60493675,60493675,p36.33,acen
chr7,60493675,60493844,q11,gneg
chr7,60493844,60493844,p36.33,acen
chr7,60493844,60500942,q11,gneg
chr7,60500942,60500942,p36.33,acen
chr7,60500942,60501107,q11,gneg
chr7,60501107,60501107,p36.33,acen
chr7,60501107,60501248,q11,gneg
chr7,60501248,60501248,p36.33,acen
chr7,60501248,60501413,q11,gneg
chr7,60501413,60501413,p36.33,acen
chr7,60501413,60501559,q11,gneg
chr7,60501559,60501559,p36.33,acen
chr7,60501559,60501714,q11,gneg
chr7,60501714,60501714,p36.33,acen
chr7,60501714,60501872,q11,gneg
chr7,60501872,60501872,p36.33,acen
chr7,60501872,60502028,q11,gneg
chr7,60502028,60502028,p36.33,acen
chr7,60502028,60502182,q11,gneg
chr7,60502182,60502182,p36.33,acen
chr7,60502182,60502337,q11,gneg
chr7,60502337,60502337,p36.33,acen
chr7,60502337,60502491,q11,gneg
chr7,60502491,60502491,p36.33,acen
chr7,60502491,60502646,q11,gneg
chr7,60502646,60502646,p36.33,acen
chr7,60502646,60502800,q11,gneg
chr7,60502800,60502800,p36.33,acen
chr7,60502800,60502954,q11,gneg
chr7,60502954,60502954,p36.33,acen
chr7,60502954,60503110,q11,gneg
chr7,60503110,60503110,p36.33,acen
chr7,60503110,60503264,q11,gneg
chr7,60503264,60503264,p36.33,acen
chr7,60503264,60503419,q11,gneg
chr7,60503419,60503419,p36.33,acen
chr7,60503419,60503577,q11,gneg
chr7,60503577,60503577,p36.33,acen
chr7,60503577,60503734,q11,gneg
chr7,60503734,60503734,p36.33,acen
chr7,60503734,60503889,q11,gneg
chr7,60503889,60503889,p36.33,acen
chr7,60503889,60504047,q11,gneg
chr7,60504047,60504047,p36.33,acen
chr7,60504047,60504201,q11,gneg
chr7,60504201,60504201,p36.33,acen
chr7,60504201,60504355,q11,gneg
chr7,60504355,60504355,p36.33,acen
chr7,60504355,60504509,q11,gneg
chr7,60504509,60504509,p36.33,acen
chr7,60504509,60504663,q11,gneg
chr7,60504663,60504663,p36.33,acen
chr7,60504663,60504819,q11,gneg
chr7,60504819,60504819,p36.33,acen
chr7,60504819,60504974,q11,gneg
chr7,60504974,60504974,p36.33,acen
chr7,60504974,60505129,q11,gneg
chr7,60505129,60505129,p36.33,acen
chr7,60505129,60505284,q11,gneg
chr7,60505284,60505284,p36.33,acen
chr7,60505284,60505438,q11,gneg
chr7,60505438,60505438,p36.33,acen
chr7,60505438,60505592,q11,gneg
chr7,60505592,60505592,p36.33,acen
chr7,60505592,60505749,q11,gneg
chr7,60505749,60505749,p36.33,acen
chr7,60505749,60505902,q11,gneg
chr7,60505902,60505902,p36.33,acen
chr7,60505902,60506284,q11,gneg
chr7,60506284,60506284,p36.33,acen
chr7,60506284,60506428,q11,gneg
chr7,60506428,60506428,p36.33,acen
chr7,60506428,60506577,q11,gneg
chr7,60506577,60506577,p36.33,acen
chr7,60506577,60506732,q11,gneg
chr7,60506732,60506732,p36.33,acen
chr7,60506732,60506887,q11,gneg
chr7,60506887,60506887,p36.33,acen
chr7,60506887,60507041,q11,gneg
chr7,60507041,60507041,p36.33,acen
chr7,60507041,60507195,q11,gneg
chr7,60507195,60507195,p36.33,acen
chr7,60507195,60507363,q11,gneg
chr7,60507363,60507363,p36.33,acen
chr7,60507363,60507524,q11,gneg
chr7,60507524,60507524,p36.33,acen
chr7,60507524,60507679,q11,gneg
chr7,60507679,60507679,p36.33,acen
chr7,60507679,60507833,q11,gneg
chr7,60507833,60507833,p36.33,acen
chr7,60507833,60507987,q11,gneg
chr7,60507987,60507987,p36.33,acen
chr7,60507987,60508142,q11,gneg
chr7,60508142,60508142,p36.33,acen
chr7,60508142,60508291,q11,gneg
chr7,60508291,60508291,p36.33,acen
chr7,60508291,60508448,q11,gneg
chr7,60508448,60508448,p36.33,acen
chr7,60508448,60508605,q11,gneg
chr7,60508605,60508605,p36.33,acen
chr7,60508605,60508757,q11,gneg
chr7,60508757,60508757,p36.33,acen
chr7,60508757,60508911,q11,gneg
chr7,60508911,60508911,p36.33,acen
chr7,60508911,60509068,q11,gneg
chr7,60509068,60509068,p36.33,acen
chr7,60509068,60509222,q11,gneg
chr7,60509222,60509222,p36.33,acen
chr7,60509222,60509377,q11,gneg
chr7,60509377,60509377,p36.33,acen
chr7,60509377,60509531,q11,gneg
chr7,60509531,60509531,p36.33,acen
chr7,60509531,60509686,q11,gneg
chr7,60509686,60509686,p36.33,acen
chr7,60509686,60509841,q11,gneg
chr7,60509841,60509841,p36.33,acen
chr7,60509841,60509996,q11,gneg
chr7,60509996,60509996,p36.33,acen
chr7,60509996,60510150,q11,gneg
chr7,60510150,60510150,p36.33,acen
chr7,60510150,60510937,q11,gneg
chr7,60510937,60510937,p36.33,acen
chr7,60510937,60511089,q11,gneg
chr7,60511089,60511089,p36.33,acen
chr7,60511089,60511243,q11,gneg
chr7,60511243,60511243,p36.33,acen
chr7,60511243,60511398,q11,gneg
chr7,60511398,60511398,p36.33,acen
chr7,60511398,60511553,q11,gneg
chr7,60511553,60511553,p36.33,acen
chr7,60511553,60511710,q11,gneg
chr7,60511710,60511710,p36.33,acen
chr7,60511710,60511869,q11,gneg
chr7,60511869,60511869,p36.33,acen
chr7,60511869,60512028,q11,gneg
chr7,60512028,60512028,p36.33,acen
chr7,60512028,60512184,q11,gneg
chr7,60512184,60512184,p36.33,acen
chr7,60512184,60512338,q11,gneg
chr7,60512338,60512338,p36.33,acen
chr7,60512338,60512493,q11,gneg
chr7,60512493,60512493,p36.33,acen
chr7,60512493,60512648,q11,gneg
chr7,60512648,60512648,p36.33,acen
chr7,60512648,60512803,q11,gneg
chr7,60512803,60512803,p36.33,acen
chr7,60512803,60512958,q11,gneg
chr7,60512958,60512958,p36.33,acen
chr7,60512958,60513112,q11,gneg
chr7,60513112,60513112,p36.33,acen
chr7,60513112,60513266,q11,gneg
chr7,60513266,60513266,p36.33,acen
chr7,60513266,60513423,q11,gneg
chr7,60513423,60513423,p36.33,acen
chr7,60513423,60513577,q11,gneg
chr7,60513577,60513577,p36.33,acen
chr7,60513577,60513732,q11,gneg
chr7,60513732,60513732,p36.33,acen
chr7,60513732,60513886,q11,gneg
chr7,60513886,60513886,p36.33,acen
chr7,60513886,60514041,q11,gneg
chr7,60514041,60514041,p36.33,acen
chr7,60514041,60514196,q11,gneg
chr7,60514196,60514196,p36.33,acen
chr7,60514196,60514351,q11,gneg
chr7,60514351,60514351,p36.33,acen
chr7,60514351,60514505,q11,gneg
chr7,60514505,60514505,p36.33,acen
chr7,60514505,60514660,q11,gneg
chr7,60514660,60514660,p36.33,acen
chr7,60514660,60514813,q11,gneg
chr7,60514813,60514813,p36.33,acen
chr7,60514813,60514967,q11,gneg
chr7,60514967,60514967,p36.33,acen
chr7,60514967,60515122,q11,gneg
chr7,60515122,60515122,p36.33,acen
chr7,60515122,60515277,q11,gneg
chr7,60515277,60515277,p36.33,acen
chr7,60515277,60524917,q11,gneg
chr7,60524917,60524917,p36.33,acen
chr7,60524917,60525071,q11,gneg
chr7,60525071,60525071,p36.33,acen
chr7,60525071,60525227,q11,gneg
chr7,60525227,60525227,p36.33,acen
chr7,60525227,60525381,q11,gneg
chr7,60525381,60525381,p36.33,acen
chr7,60525381,60525535,q11,gneg
